datetime,symbol,open,high,low,close,volume
2023-01-16 09:00:00,SET:GULF,54.25,54.75,53.75,54.25,15843565.0
2023-01-17 09:00:00,SET:GULF,54.25,54.5,53.75,54.0,12775722.0
2023-01-18 09:00:00,SET:GULF,54.0,54.0,53.5,53.75,9186521.0
2023-01-19 09:00:00,SET:GULF,53.75,54.5,53.75,54.0,15498226.0
2023-01-20 09:00:00,SET:GULF,54.25,54.5,54.0,54.0,12060835.0
2023-01-23 09:00:00,SET:GULF,54.0,54.25,53.5,53.5,14071739.0
2023-01-24 09:00:00,SET:GULF,53.5,54.5,53.5,54.0,8389357.0
2023-01-25 09:00:00,SET:GULF,54.0,54.75,54.0,54.5,7751956.0
2023-01-26 09:00:00,SET:GULF,54.75,54.75,53.5,54.0,21350287.0
2023-01-27 09:00:00,SET:GULF,53.75,54.25,53.75,54.25,8735800.0
2023-01-30 09:00:00,SET:GULF,54.25,54.5,53.75,54.0,9701872.0
2023-01-31 09:00:00,SET:GULF,53.75,54.5,53.75,53.75,14685039.0
2023-02-01 09:00:00,SET:GULF,54.0,54.5,53.75,54.5,12416576.0
2023-02-02 09:00:00,SET:GULF,54.25,54.5,53.75,53.75,9315414.0
2023-02-03 09:00:00,SET:GULF,53.75,54.0,53.5,54.0,8673708.0
2023-02-06 09:00:00,SET:GULF,54.0,54.25,53.5,53.75,8272063.0
2023-02-07 09:00:00,SET:GULF,53.75,54.25,53.75,54.0,11502957.0
2023-02-08 09:00:00,SET:GULF,54.0,54.25,53.5,53.5,7868410.0
2023-02-09 09:00:00,SET:GULF,53.5,53.75,53.0,53.25,19464363.0
2023-02-10 09:00:00,SET:GULF,53.5,53.75,53.25,53.75,10332662.0
2023-02-13 09:00:00,SET:GULF,53.5,54.5,53.25,54.5,14617290.0
2023-02-14 09:00:00,SET:GULF,54.25,54.5,53.5,54.0,16321710.0
2023-02-15 09:00:00,SET:GULF,53.75,54.25,53.25,54.25,13952411.0
2023-02-16 09:00:00,SET:GULF,54.25,54.5,53.75,54.0,8044837.0
2023-02-17 09:00:00,SET:GULF,54.0,54.5,53.75,54.25,15929950.0
2023-02-20 09:00:00,SET:GULF,54.0,54.5,53.75,54.0,7966131.0
2023-02-21 09:00:00,SET:GULF,54.25,54.5,53.75,54.5,14566196.0
2023-02-22 09:00:00,SET:GULF,54.25,54.5,54.0,54.25,11606206.0
2023-02-23 09:00:00,SET:GULF,54.0,54.5,53.25,53.25,14216774.0
2023-02-24 09:00:00,SET:GULF,53.25,53.5,52.0,52.25,29983440.0
2023-02-27 09:00:00,SET:GULF,52.0,52.5,51.5,52.25,13269685.0
2023-02-28 09:00:00,SET:GULF,52.75,53.0,52.25,52.5,9704749.0
