datetime,symbol,open,high,low,close,volume
2023-01-16 09:00:00,SET:KTB,17.7,17.9,17.7,17.8,54202153.0
2023-01-17 09:00:00,SET:KTB,17.8,17.8,17.6,17.6,21201293.0
2023-01-18 09:00:00,SET:KTB,17.6,17.7,17.4,17.4,54172349.0
2023-01-19 09:00:00,SET:KTB,17.4,17.6,17.3,17.4,59630271.0
2023-01-20 09:00:00,SET:KTB,17.4,17.4,17.1,17.1,64205971.0
2023-01-23 09:00:00,SET:KTB,17.4,17.8,17.3,17.7,64903412.0
2023-01-24 09:00:00,SET:KTB,17.7,17.9,17.7,17.8,36295166.0
2023-01-25 09:00:00,SET:KTB,17.8,17.8,17.6,17.7,14379830.0
2023-01-26 09:00:00,SET:KTB,17.7,17.9,17.7,17.9,24149472.0
2023-01-27 09:00:00,SET:KTB,17.9,18.1,17.9,17.9,58197793.0
2023-01-30 09:00:00,SET:KTB,17.9,18.0,17.8,17.8,29348121.0
2023-01-31 09:00:00,SET:KTB,17.8,17.8,17.5,17.5,50481826.0
2023-02-01 09:00:00,SET:KTB,17.6,17.7,17.5,17.6,39004527.0
2023-02-02 09:00:00,SET:KTB,17.7,17.8,17.6,17.7,34694832.0
2023-02-03 09:00:00,SET:KTB,17.7,17.7,17.5,17.6,15929719.0
2023-02-06 09:00:00,SET:KTB,17.5,17.6,17.3,17.4,35737938.0
2023-02-07 09:00:00,SET:KTB,17.3,17.4,17.2,17.2,37917040.0
2023-02-08 09:00:00,SET:KTB,17.3,17.3,17.0,17.1,48659237.0
2023-02-09 09:00:00,SET:KTB,17.1,17.3,17.1,17.2,24487913.0
2023-02-10 09:00:00,SET:KTB,17.2,17.3,17.1,17.2,32336453.0
2023-02-13 09:00:00,SET:KTB,17.1,17.5,17.1,17.2,48088215.0
2023-02-14 09:00:00,SET:KTB,17.2,17.3,17.1,17.1,23869932.0
2023-02-15 09:00:00,SET:KTB,17.1,17.2,17.0,17.1,27637434.0
2023-02-16 09:00:00,SET:KTB,17.1,17.1,16.8,16.9,29608337.0
2023-02-17 09:00:00,SET:KTB,17.0,17.0,16.7,16.7,65033533.0
2023-02-20 09:00:00,SET:KTB,16.9,17.2,16.8,17.2,48947301.0
2023-02-21 09:00:00,SET:KTB,17.2,17.5,17.0,17.5,59520067.0
2023-02-22 09:00:00,SET:KTB,17.5,17.5,17.2,17.3,74998350.0
2023-02-23 09:00:00,SET:KTB,17.3,17.4,17.1,17.2,53572786.0
2023-02-24 09:00:00,SET:KTB,17.2,17.3,17.1,17.2,43283488.0
2023-02-27 09:00:00,SET:KTB,17.2,17.4,17.1,17.2,51154790.0
2023-02-28 09:00:00,SET:KTB,17.2,17.4,17.2,17.3,34318761.0
2023-03-01 09:00:00,SET:KTB,17.3,17.4,17.2,17.3,24920814.0
2023-03-02 09:00:00,SET:KTB,17.3,17.4,17.1,17.1,44199117.0
