datetime,symbol,open,high,low,close,volume
2023-01-16 09:00:00,SET:BDMS,30.25,30.25,29.75,30.0,34117947.0
2023-01-17 09:00:00,SET:BDMS,29.75,30.0,29.5,29.75,31773900.0
2023-01-18 09:00:00,SET:BDMS,29.5,30.25,29.5,30.25,33412512.0
2023-01-19 09:00:00,SET:BDMS,30.25,30.25,30.0,30.25,25127849.0
2023-01-20 09:00:00,SET:BDMS,30.0,30.5,30.0,30.0,21065599.0
2023-01-23 09:00:00,SET:BDMS,30.0,30.25,29.75,30.0,15964698.0
2023-01-24 09:00:00,SET:BDMS,30.0,30.0,29.5,29.5,17415813.0
2023-01-25 09:00:00,SET:BDMS,29.5,29.75,28.75,29.0,58765203.0
2023-01-26 09:00:00,SET:BDMS,29.25,30.0,29.0,30.0,44435318.0
2023-01-27 09:00:00,SET:BDMS,30.0,30.25,29.75,30.25,26703324.0
2023-01-30 09:00:00,SET:BDMS,30.0,30.25,29.75,30.0,25516522.0
2023-01-31 09:00:00,SET:BDMS,30.0,30.25,29.25,29.75,48287589.0
2023-02-01 09:00:00,SET:BDMS,29.5,30.25,29.5,30.25,37866021.0
2023-02-02 09:00:00,SET:BDMS,30.0,30.5,29.75,30.0,25573309.0
2023-02-03 09:00:00,SET:BDMS,29.75,30.0,29.75,30.0,23772918.0
2023-02-06 09:00:00,SET:BDMS,30.0,30.0,29.5,29.75,21265768.0
2023-02-07 09:00:00,SET:BDMS,30.0,30.0,29.5,29.5,21781654.0
2023-02-08 09:00:00,SET:BDMS,29.75,30.0,29.25,29.5,27537710.0
2023-02-09 09:00:00,SET:BDMS,29.5,29.5,28.5,29.0,52429433.0
2023-02-10 09:00:00,SET:BDMS,28.75,29.0,28.75,28.75,17941153.0
2023-02-13 09:00:00,SET:BDMS,28.75,29.0,28.5,28.75,35915622.0
2023-02-14 09:00:00,SET:BDMS,29.0,29.25,28.75,29.0,36208026.0
2023-02-15 09:00:00,SET:BDMS,29.25,29.25,29.0,29.25,14150353.0
2023-02-16 09:00:00,SET:BDMS,29.25,30.0,29.25,29.75,45363048.0
