datetime,symbol,open,high,low,close,volume
2023-01-16 09:00:00,SET:GPSC,74.25,74.25,73.25,73.75,5054200.0
2023-01-17 09:00:00,SET:GPSC,73.5,74.0,73.25,73.25,3517894.0
2023-01-18 09:00:00,SET:GPSC,73.25,73.75,72.75,72.75,3153195.0
2023-01-19 09:00:00,SET:GPSC,72.5,74.0,72.25,73.5,7012007.0
2023-01-20 09:00:00,SET:GPSC,73.5,73.75,73.0,73.25,2568375.0
2023-01-23 09:00:00,SET:GPSC,73.0,73.75,72.5,72.75,4052109.0
2023-01-24 09:00:00,SET:GPSC,73.0,75.0,73.0,74.0,10711626.0
2023-01-25 09:00:00,SET:GPSC,74.25,74.75,74.0,74.5,3259670.0
2023-01-26 09:00:00,SET:GPSC,74.0,74.0,68.5,68.5,32510790.0
2023-01-27 09:00:00,SET:GPSC,68.5,70.0,68.5,69.75,9708804.0
2023-01-30 09:00:00,SET:GPSC,70.0,70.0,69.0,69.5,3426937.0
2023-01-31 09:00:00,SET:GPSC,69.25,70.0,68.75,68.75,4208474.0
2023-02-01 09:00:00,SET:GPSC,69.0,70.75,68.75,70.25,6246083.0
2023-02-02 09:00:00,SET:GPSC,70.5,70.5,69.0,69.25,4521705.0
2023-02-03 09:00:00,SET:GPSC,69.5,70.0,69.25,69.5,5412736.0
2023-02-06 09:00:00,SET:GPSC,69.75,70.5,69.0,69.0,4843511.0
2023-02-07 09:00:00,SET:GPSC,69.0,69.75,69.0,69.5,3829162.0
2023-02-08 09:00:00,SET:GPSC,69.75,69.75,68.75,69.0,3744640.0
2023-02-09 09:00:00,SET:GPSC,69.0,69.0,67.25,68.75,8205168.0
2023-02-10 09:00:00,SET:GPSC,68.5,68.5,67.5,68.5,4407290.0
2023-02-13 09:00:00,SET:GPSC,67.75,72.0,67.5,72.0,18378004.0
2023-02-14 09:00:00,SET:GPSC,72.0,72.0,70.75,71.25,7969325.0
2023-02-15 09:00:00,SET:GPSC,71.25,71.75,70.5,71.0,5494342.0
2023-02-16 09:00:00,SET:GPSC,71.0,71.5,70.25,71.25,4682114.0
2023-02-17 09:00:00,SET:GPSC,70.75,71.0,70.5,71.0,2059163.0
2023-02-20 09:00:00,SET:GPSC,71.0,71.25,70.0,70.25,4173863.0
2023-02-21 09:00:00,SET:GPSC,70.25,70.75,69.0,70.5,4203186.0
2023-02-22 09:00:00,SET:GPSC,70.5,71.0,70.0,70.0,1518115.0
2023-02-23 09:00:00,SET:GPSC,70.0,70.5,69.25,69.5,3647851.0
2023-02-24 09:00:00,SET:GPSC,69.0,69.25,67.25,68.0,5511726.0
2023-02-27 09:00:00,SET:GPSC,68.0,68.75,66.5,66.75,6771924.0
2023-02-28 09:00:00,SET:GPSC,67.25,68.0,67.0,68.0,3186795.0
2023-03-01 09:00:00,SET:GPSC,68.0,68.0,66.25,66.75,5099140.0
2023-03-02 09:00:00,SET:GPSC,66.75,66.75,64.75,65.5,7036179.0
2023-03-03 09:00:00,SET:GPSC,65.5,66.5,65.5,66.0,2822935.0
2023-03-07 09:00:00,SET:GPSC,66.25,67.5,66.25,66.5,4046004.0
2023-03-08 09:00:00,SET:GPSC,66.0,66.0,64.5,65.25,7448132.0
2023-03-09 09:00:00,SET:GPSC,65.0,66.5,65.0,66.25,4767752.0
2023-03-10 09:00:00,SET:GPSC,65.75,67.0,65.75,66.5,4333662.0
2023-03-13 09:00:00,SET:GPSC,66.5,67.5,66.0,66.0,6658140.0
2023-03-14 09:00:00,SET:GPSC,66.0,66.5,63.0,63.75,8072322.0
2023-03-15 09:00:00,SET:GPSC,65.0,65.75,64.25,65.25,4894837.0
2023-03-16 09:00:00,SET:GPSC,65.25,66.75,64.75,66.25,6057209.0
2023-03-17 09:00:00,SET:GPSC,66.5,67.0,65.5,66.5,3605064.0
2023-03-20 09:00:00,SET:GPSC,66.5,67.5,66.0,66.75,4704637.0
2023-03-21 09:00:00,SET:GPSC,66.75,68.25,66.25,67.75,5105619.0
2023-03-22 09:00:00,SET:GPSC,68.0,68.25,67.5,67.75,4010879.0
2023-03-23 09:00:00,SET:GPSC,67.75,69.5,67.75,69.0,7198248.0
2023-03-24 09:00:00,SET:GPSC,69.25,69.5,68.5,68.75,3286270.0
2023-03-27 09:00:00,SET:GPSC,69.0,69.75,68.25,68.75,5657669.0
2023-03-28 09:00:00,SET:GPSC,68.75,69.0,68.75,68.75,2167335.0
2023-03-29 09:00:00,SET:GPSC,69.0,69.75,69.0,69.0,4543737.0
2023-03-30 09:00:00,SET:GPSC,69.25,69.5,68.0,68.5,3034636.0
2023-03-31 09:00:00,SET:GPSC,68.5,68.75,68.0,68.0,2490631.0
2023-04-03 09:00:00,SET:GPSC,68.25,68.5,67.0,67.5,3423206.0
2023-04-04 09:00:00,SET:GPSC,67.5,67.5,66.25,66.75,3730300.0
2023-04-05 09:00:00,SET:GPSC,66.75,67.75,66.25,66.75,4563323.0
2023-04-07 09:00:00,SET:GPSC,66.75,67.5,66.75,66.75,1514874.0
2023-04-10 09:00:00,SET:GPSC,67.0,68.5,66.5,67.5,3573248.0
2023-04-11 09:00:00,SET:GPSC,67.75,68.25,67.5,68.0,1653441.0
2023-04-12 09:00:00,SET:GPSC,68.0,68.5,67.5,68.25,3534899.0
2023-04-17 09:00:00,SET:GPSC,68.25,69.0,68.0,68.0,4126201.0
2023-04-18 09:00:00,SET:GPSC,68.0,68.5,66.75,67.25,3982763.0
2023-04-19 09:00:00,SET:GPSC,66.5,66.5,64.75,65.25,7273972.0
2023-04-20 09:00:00,SET:GPSC,65.0,65.0,63.5,63.75,4184165.0
2023-04-21 09:00:00,SET:GPSC,63.25,64.0,62.5,64.0,6420074.0
2023-04-24 09:00:00,SET:GPSC,63.75,64.0,62.75,63.25,2957202.0
2023-04-25 09:00:00,SET:GPSC,63.0,63.5,62.25,62.5,3411524.0
2023-04-26 09:00:00,SET:GPSC,62.5,63.5,62.5,62.75,3109011.0
2023-04-27 09:00:00,SET:GPSC,62.75,63.5,62.5,63.25,4140195.0
2023-04-28 09:00:00,SET:GPSC,63.75,64.5,63.0,64.0,6863489.0
2023-05-02 09:00:00,SET:GPSC,64.25,65.5,63.75,64.25,9282309.0
2023-05-03 09:00:00,SET:GPSC,64.0,65.0,63.0,64.5,7357458.0
2023-05-08 09:00:00,SET:GPSC,65.25,66.0,64.25,66.0,7055400.0
2023-05-09 09:00:00,SET:GPSC,65.75,66.0,65.0,65.25,7851200.0
2023-05-10 09:00:00,SET:GPSC,65.25,65.5,64.0,64.5,5099400.0
2023-05-11 09:00:00,SET:GPSC,64.5,65.0,63.5,63.75,5239800.0
2023-05-12 09:00:00,SET:GPSC,64.0,64.25,61.5,62.75,8115949.0
2023-05-15 09:00:00,SET:GPSC,62.5,62.5,58.0,59.0,16945500.0
2023-05-16 09:00:00,SET:GPSC,58.75,60.5,58.5,60.0,6414547.0
2023-05-17 09:00:00,SET:GPSC,60.25,60.5,59.0,59.5,4065687.0
2023-05-18 09:00:00,SET:GPSC,60.0,60.25,59.25,59.5,5019987.0
2023-05-19 09:00:00,SET:GPSC,59.5,59.5,57.5,58.75,5536194.0
2023-05-22 09:00:00,SET:GPSC,58.25,59.75,57.5,59.25,6398032.0
2023-05-23 09:00:00,SET:GPSC,59.25,59.5,58.25,59.5,5637563.0
2023-05-24 09:00:00,SET:GPSC,59.0,60.5,59.0,59.75,3805921.0
2023-05-25 09:00:00,SET:GPSC,59.75,60.25,58.75,59.75,4522176.0
2023-05-26 09:00:00,SET:GPSC,59.75,60.75,59.5,60.25,4280085.0
2023-05-29 09:00:00,SET:GPSC,60.5,60.75,59.75,60.0,3814497.0
2023-05-30 09:00:00,SET:GPSC,60.0,60.0,58.25,58.5,5630594.0
2023-05-31 09:00:00,SET:GPSC,58.0,59.0,58.0,58.5,3451245.0
2023-06-01 09:00:00,SET:GPSC,58.75,59.0,55.75,56.0,8429259.0
2023-06-02 09:00:00,SET:GPSC,56.5,58.5,56.5,58.0,7496711.0
2023-06-06 09:00:00,SET:GPSC,58.25,58.5,56.0,56.5,5796518.0
2023-06-07 09:00:00,SET:GPSC,56.5,57.25,56.0,57.0,4407454.0
2023-06-08 09:00:00,SET:GPSC,57.0,59.0,56.5,58.75,7670385.0
2023-06-09 09:00:00,SET:GPSC,58.75,59.0,58.25,58.75,2706126.0
2023-06-12 09:00:00,SET:GPSC,58.75,59.75,58.25,59.5,5305712.0
2023-06-13 09:00:00,SET:GPSC,59.75,61.25,59.25,61.0,7662074.0
2023-06-14 09:00:00,SET:GPSC,61.0,61.0,60.0,60.25,4280926.0
2023-06-15 09:00:00,SET:GPSC,60.5,61.0,60.0,60.0,4504549.0
2023-06-16 09:00:00,SET:GPSC,60.25,61.5,60.0,60.5,7094275.0
2023-06-19 09:00:00,SET:GPSC,60.0,60.0,58.75,59.25,4315279.0
2023-06-20 09:00:00,SET:GPSC,59.25,61.0,59.0,60.0,5769695.0
2023-06-21 09:00:00,SET:GPSC,60.25,60.75,58.5,59.0,5090643.0
2023-06-22 09:00:00,SET:GPSC,59.0,59.0,57.25,57.75,5880581.0
2023-06-23 09:00:00,SET:GPSC,57.5,58.25,57.25,57.75,2505118.0
2023-06-26 09:00:00,SET:GPSC,57.75,58.0,56.0,56.5,4038423.0
2023-06-27 09:00:00,SET:GPSC,56.25,57.0,54.5,54.75,7165600.0
2023-06-28 09:00:00,SET:GPSC,56.0,56.5,53.5,53.75,13851330.0
2023-06-29 09:00:00,SET:GPSC,52.75,54.5,51.25,53.25,18056004.0
2023-06-30 09:00:00,SET:GPSC,54.25,55.5,53.5,54.25,11669323.0
2023-07-03 09:00:00,SET:GPSC,54.5,54.75,53.5,54.5,5828091.0
2023-07-04 09:00:00,SET:GPSC,54.5,55.25,54.0,54.75,6620069.0
2023-07-05 09:00:00,SET:GPSC,54.5,54.75,52.0,52.5,12918544.0
2023-07-06 09:00:00,SET:GPSC,52.25,52.5,51.0,52.25,13313515.0
2023-07-07 09:00:00,SET:GPSC,51.75,52.75,51.5,52.0,5571920.0
2023-07-10 09:00:00,SET:GPSC,52.0,52.5,51.25,52.0,6060968.0
2023-07-11 09:00:00,SET:GPSC,52.0,52.5,51.5,51.75,5473776.0
2023-07-12 09:00:00,SET:GPSC,52.0,54.25,51.25,53.0,14846476.0
2023-07-13 09:00:00,SET:GPSC,53.25,53.75,53.0,53.75,8703690.0
