datetime,symbol,open,high,low,close,volume
2023-01-16 09:00:00,SET:RATCH,43.75,44.0,43.25,43.75,4469807.0
2023-01-17 09:00:00,SET:RATCH,43.5,44.0,43.5,43.75,2264591.0
2023-01-18 09:00:00,SET:RATCH,43.75,44.25,43.75,44.0,5527048.0
2023-01-19 09:00:00,SET:RATCH,43.75,44.0,43.75,44.0,1062987.0
2023-01-20 09:00:00,SET:RATCH,43.75,44.0,43.25,43.5,9913975.0
2023-01-23 09:00:00,SET:RATCH,43.25,43.5,42.75,43.25,4782131.0
2023-01-24 09:00:00,SET:RATCH,43.25,43.5,43.25,43.25,878158.0
2023-01-25 09:00:00,SET:RATCH,43.25,43.75,43.25,43.75,2334341.0
2023-01-26 09:00:00,SET:RATCH,43.75,43.75,42.75,43.0,6405301.0
2023-01-27 09:00:00,SET:RATCH,43.0,43.5,42.75,43.25,3710409.0
2023-01-30 09:00:00,SET:RATCH,43.5,43.5,43.0,43.25,1848802.0
2023-01-31 09:00:00,SET:RATCH,43.0,43.5,42.25,42.25,7716600.0
2023-02-01 09:00:00,SET:RATCH,42.25,43.25,42.25,43.0,4400047.0
2023-02-02 09:00:00,SET:RATCH,43.25,43.5,42.75,43.0,2850719.0
2023-02-03 09:00:00,SET:RATCH,42.75,43.25,42.75,43.0,1833521.0
2023-02-06 09:00:00,SET:RATCH,42.75,43.0,42.5,42.75,2275344.0
2023-02-07 09:00:00,SET:RATCH,42.5,42.75,42.25,42.5,2231778.0
2023-02-08 09:00:00,SET:RATCH,42.75,43.0,42.5,42.75,1720777.0
2023-02-09 09:00:00,SET:RATCH,42.5,43.0,42.25,42.75,3390210.0
2023-02-10 09:00:00,SET:RATCH,42.75,43.0,42.5,42.75,2328013.0
2023-02-13 09:00:00,SET:RATCH,42.5,43.0,42.5,42.75,2590948.0
2023-02-14 09:00:00,SET:RATCH,43.0,43.0,42.25,42.75,2682675.0
2023-02-15 09:00:00,SET:RATCH,42.5,43.25,42.5,42.75,3737471.0
2023-02-16 09:00:00,SET:RATCH,43.0,43.25,42.5,42.5,2755014.0
2023-02-17 09:00:00,SET:RATCH,42.5,42.75,42.25,42.25,1407817.0
2023-02-20 09:00:00,SET:RATCH,42.25,42.75,42.25,42.75,1335344.0
2023-02-21 09:00:00,SET:RATCH,42.75,43.0,42.5,42.5,1289436.0
2023-02-22 09:00:00,SET:RATCH,42.75,42.75,42.25,42.5,1176035.0
